
26.03.2024 | 02:28:52 | |50.88%|0/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.2 | 1.3 | 1.4
26.03.2024 | 02:29:02 | |53.21%|1/924|+83|-73|156 | Настройки - | 1.4 | 1.3 | 1.2 | 1.1 | 1
26.03.2024 | 02:29:13 | |50.88%|2/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.2 | 1.3 | 1.5
26.03.2024 | 02:29:24 | |49.24%|3/924|+65|-67|132 | Настройки - | 1.5 | 1.3 | 1.2 | 1.1 | 1
26.03.2024 | 02:29:34 | |50.88%|4/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.2 | 1.3 | 1.6
26.03.2024 | 02:29:44 | |47.79%|5/924|+54|-59|113 | Настройки - | 1.6 | 1.3 | 1.2 | 1.1 | 1
26.03.2024 | 02:29:55 | |50.88%|6/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.2 | 1.3 | 1.7
26.03.2024 | 02:30:05 | |48.08%|7/924|+50|-54|104 | Настройки - | 1.7 | 1.3 | 1.2 | 1.1 | 1
26.03.2024 | 02:30:16 | |50.88%|8/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.2 | 1.3 | 1.8
26.03.2024 | 02:30:26 | |51.69%|9/924|+46|-43|89 | Настройки - | 1.8 | 1.3 | 1.2 | 1.1 | 1
26.03.2024 | 02:30:37 | |50.88%|10/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.2 | 1.3 | 1.9
26.03.2024 | 02:30:47 | |51.95%|11/924|+40|-37|77 | Настройки - | 1.9 | 1.3 | 1.2 | 1.1 | 1
26.03.2024 | 02:30:57 | |50.88%|12/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.2 | 1.3 | 2
26.03.2024 | 02:31:07 | |52.24%|13/924|+35|-32|67 | Настройки - | 2 | 1.3 | 1.2 | 1.1 | 1
26.03.2024 | 02:31:18 | |51.92%|14/924|+27|-25|52 | Настройки - | 1 | 1.1 | 1.2 | 1.4 | 1.5
26.03.2024 | 02:31:28 | |48.69%|15/924|+93|-98|191 | Настройки - | 1.5 | 1.4 | 1.2 | 1.1 | 1
26.03.2024 | 02:31:39 | |51.92%|16/924|+27|-25|52 | Настройки - | 1 | 1.1 | 1.2 | 1.4 | 1.6
26.03.2024 | 02:31:49 | |48.17%|17/924|+79|-85|164 | Настройки - | 1.6 | 1.4 | 1.2 | 1.1 | 1
26.03.2024 | 02:32:00 | |51.92%|18/924|+27|-25|52 | Настройки - | 1 | 1.1 | 1.2 | 1.4 | 1.7
26.03.2024 | 02:32:10 | |48.32%|19/924|+72|-77|149 | Настройки - | 1.7 | 1.4 | 1.2 | 1.1 | 1
26.03.2024 | 02:32:21 | |51.92%|20/924|+27|-25|52 | Настройки - | 1 | 1.1 | 1.2 | 1.4 | 1.8
26.03.2024 | 02:32:31 | |50.0%|21/924|+62|-62|124 | Настройки - | 1.8 | 1.4 | 1.2 | 1.1 | 1
26.03.2024 | 02:32:41 | |51.92%|22/924|+27|-25|52 | Настройки - | 1 | 1.1 | 1.2 | 1.4 | 1.9
26.03.2024 | 02:32:51 | |49.54%|23/924|+54|-55|109 | Настройки - | 1.9 | 1.4 | 1.2 | 1.1 | 1
26.03.2024 | 02:33:02 | |51.92%|24/924|+27|-25|52 | Настройки - | 1 | 1.1 | 1.2 | 1.4 | 2
26.03.2024 | 02:33:11 | |49.49%|25/924|+49|-50|99 | Настройки - | 2 | 1.4 | 1.2 | 1.1 | 1
26.03.2024 | 02:33:22 | |52.17%|26/924|+24|-22|46 | Настройки - | 1 | 1.1 | 1.2 | 1.5 | 1.6
26.03.2024 | 02:33:33 | |50.0%|27/924|+104|-104|208 | Настройки - | 1.6 | 1.5 | 1.2 | 1.1 | 1
26.03.2024 | 02:33:45 | |52.17%|28/924|+24|-22|46 | Настройки - | 1 | 1.1 | 1.2 | 1.5 | 1.7
26.03.2024 | 02:33:57 | |50.53%|29/924|+96|-94|190 | Настройки - | 1.7 | 1.5 | 1.2 | 1.1 | 1
26.03.2024 | 02:34:08 | |52.17%|30/924|+24|-22|46 | Настройки - | 1 | 1.1 | 1.2 | 1.5 | 1.8
26.03.2024 | 02:34:18 | |52.8%|31/924|+85|-76|161 | Настройки - | 1.8 | 1.5 | 1.2 | 1.1 | 1
26.03.2024 | 02:34:28 | |52.17%|32/924|+24|-22|46 | Настройки - | 1 | 1.1 | 1.2 | 1.5 | 1.9
26.03.2024 | 02:34:38 | |53.15%|33/924|+76|-67|143 | Настройки - | 1.9 | 1.5 | 1.2 | 1.1 | 1
26.03.2024 | 02:34:49 | |52.17%|34/924|+24|-22|46 | Настройки - | 1 | 1.1 | 1.2 | 1.5 | 2
26.03.2024 | 02:34:59 | |53.49%|35/924|+69|-60|129 | Настройки - | 2 | 1.5 | 1.2 | 1.1 | 1
26.03.2024 | 02:35:09 | |50.0%|36/924|+22|-22|44 | Настройки - | 1 | 1.1 | 1.2 | 1.6 | 1.7
26.03.2024 | 02:35:19 | |50.89%|37/924|+114|-110|224 | Настройки - | 1.7 | 1.6 | 1.2 | 1.1 | 1
26.03.2024 | 02:35:30 | |50.0%|38/924|+22|-22|44 | Настройки - | 1 | 1.1 | 1.2 | 1.6 | 1.8
26.03.2024 | 02:35:40 | |53.19%|39/924|+100|-88|188 | Настройки - | 1.8 | 1.6 | 1.2 | 1.1 | 1
26.03.2024 | 02:35:51 | |50.0%|40/924|+22|-22|44 | Настройки - | 1 | 1.1 | 1.2 | 1.6 | 1.9
26.03.2024 | 02:36:01 | |53.53%|41/924|+91|-79|170 | Настройки - | 1.9 | 1.6 | 1.2 | 1.1 | 1
26.03.2024 | 02:36:11 | |50.0%|42/924|+22|-22|44 | Настройки - | 1 | 1.1 | 1.2 | 1.6 | 2
26.03.2024 | 02:36:21 | |53.64%|43/924|+81|-70|151 | Настройки - | 2 | 1.6 | 1.2 | 1.1 | 1
26.03.2024 | 02:36:32 | |48.78%|44/924|+20|-21|41 | Настройки - | 1 | 1.1 | 1.2 | 1.7 | 1.8
26.03.2024 | 02:36:42 | |53.52%|45/924|+114|-99|213 | Настройки - | 1.8 | 1.7 | 1.2 | 1.1 | 1
26.03.2024 | 02:36:54 | |48.78%|46/924|+20|-21|41 | Настройки - | 1 | 1.1 | 1.2 | 1.7 | 1.9
26.03.2024 | 02:37:04 | |53.97%|47/924|+102|-87|189 | Настройки - | 1.9 | 1.7 | 1.2 | 1.1 | 1
26.03.2024 | 02:37:15 | |48.78%|48/924|+20|-21|41 | Настройки - | 1 | 1.1 | 1.2 | 1.7 | 2
26.03.2024 | 02:37:25 | |53.01%|49/924|+88|-78|166 | Настройки - | 2 | 1.7 | 1.2 | 1.1 | 1
26.03.2024 | 02:37:35 | |50.0%|50/924|+20|-20|40 | Настройки - | 1 | 1.1 | 1.2 | 1.8 | 1.9
26.03.2024 | 02:37:45 | |53.52%|51/924|+114|-99|213 | Настройки - | 1.9 | 1.8 | 1.2 | 1.1 | 1
26.03.2024 | 02:37:56 | |50.0%|52/924|+20|-20|40 | Настройки - | 1 | 1.1 | 1.2 | 1.8 | 2
26.03.2024 | 02:38:06 | |53.8%|53/924|+99|-85|184 | Настройки - | 2 | 1.8 | 1.2 | 1.1 | 1
26.03.2024 | 02:38:17 | |47.22%|54/924|+17|-19|36 | Настройки - | 1 | 1.1 | 1.2 | 1.9 | 2
26.03.2024 | 02:38:28 | |54.0%|55/924|+108|-92|200 | Настройки - | 2 | 1.9 | 1.2 | 1.1 | 1
26.03.2024 | 02:38:39 | |50.88%|56/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.3 | 1.4 | 1.5
26.03.2024 | 02:38:49 | |48.5%|57/924|+97|-103|200 | Настройки - | 1.5 | 1.4 | 1.3 | 1.1 | 1
26.03.2024 | 02:39:00 | |50.88%|58/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.3 | 1.4 | 1.6
26.03.2024 | 02:39:10 | |47.67%|59/924|+82|-90|172 | Настройки - | 1.6 | 1.4 | 1.3 | 1.1 | 1
26.03.2024 | 02:39:21 | |50.88%|60/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.3 | 1.4 | 1.7
26.03.2024 | 02:39:31 | |47.4%|61/924|+73|-81|154 | Настройки - | 1.7 | 1.4 | 1.3 | 1.1 | 1
26.03.2024 | 02:39:42 | |50.88%|62/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.3 | 1.4 | 1.8
26.03.2024 | 02:39:51 | |49.22%|63/924|+63|-65|128 | Настройки - | 1.8 | 1.4 | 1.3 | 1.1 | 1
26.03.2024 | 02:40:02 | |50.88%|64/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.3 | 1.4 | 1.9
26.03.2024 | 02:40:12 | |49.56%|65/924|+56|-57|113 | Настройки - | 1.9 | 1.4 | 1.3 | 1.1 | 1
26.03.2024 | 02:40:22 | |50.88%|66/924|+29|-28|57 | Настройки - | 1 | 1.1 | 1.3 | 1.4 | 2
26.03.2024 | 02:40:32 | |50.0%|67/924|+51|-51|102 | Настройки - | 2 | 1.4 | 1.3 | 1.1 | 1
26.03.2024 | 02:40:43 | |50.0%|68/924|+25|-25|50 | Настройки - | 1 | 1.1 | 1.3 | 1.5 | 1.6
26.03.2024 | 02:40:53 | |49.31%|69/924|+107|-110|217 | Настройки - | 1.6 | 1.5 | 1.3 | 1.1 | 1
26.03.2024 | 02:41:04 | |50.0%|70/924|+25|-25|50 | Настройки - | 1 | 1.1 | 1.3 | 1.5 | 1.7
26.03.2024 | 02:41:14 | |49.49%|71/924|+97|-99|196 | Настройки - | 1.7 | 1.5 | 1.3 | 1.1 | 1
26.03.2024 | 02:41:24 | |50.0%|72/924|+25|-25|50 | Настройки - | 1 | 1.1 | 1.3 | 1.5 | 1.8
26.03.2024 | 02:41:34 | |51.81%|73/924|+86|-80|166 | Настройки - | 1.8 | 1.5 | 1.3 | 1.1 | 1
26.03.2024 | 02:41:45 | |50.0%|74/924|+25|-25|50 | Настройки - | 1 | 1.1 | 1.3 | 1.5 | 1.9
26.03.2024 | 02:41:55 | |52.7%|75/924|+78|-70|148 | Настройки - | 1.9 | 1.5 | 1.3 | 1.1 | 1
26.03.2024 | 02:42:06 | |50.0%|76/924|+25|-25|50 | Настройки - | 1 | 1.1 | 1.3 | 1.5 | 2
26.03.2024 | 02:42:16 | |53.38%|77/924|+71|-62|133 | Настройки - | 2 | 1.5 | 1.3 | 1.1 | 1
26.03.2024 | 02:42:26 | |47.92%|78/924|+23|-25|48 | Настройки - | 1 | 1.1 | 1.3 | 1.6 | 1.7
26.03.2024 | 02:42:36 | |49.79%|79/924|+116|-117|233 | Настройки - | 1.7 | 1.6 | 1.3 | 1.1 | 1
26.03.2024 | 02:42:47 | |47.92%|80/924|+23|-25|48 | Настройки - | 1 | 1.1 | 1.3 | 1.6 | 1.8
26.03.2024 | 02:42:57 | |52.31%|81/924|+102|-93|195 | Настройки - | 1.8 | 1.6 | 1.3 | 1.1 | 1
26.03.2024 | 02:43:08 | |47.92%|82/924|+23|-25|48 | Настройки - | 1 | 1.1 | 1.3 | 1.6 | 1.9
26.03.2024 | 02:43:18 | |53.41%|83/924|+94|-82|176 | Настройки - | 1.9 | 1.6 | 1.3 | 1.1 | 1
26.03.2024 | 02:43:28 | |47.92%|84/924|+23|-25|48 | Настройки - | 1 | 1.1 | 1.3 | 1.6 | 2
26.03.2024 | 02:43:38 | |53.85%|85/924|+84|-72|156 | Настройки - | 2 | 1.6 | 1.3 | 1.1 | 1
26.03.2024 | 02:43:49 | |46.67%|86/924|+21|-24|45 | Настройки - | 1 | 1.1 | 1.3 | 1.7 | 1.8
26.03.2024 | 02:43:59 | |52.73%|87/924|+116|-104|220 | Настройки - | 1.8 | 1.7 | 1.3 | 1.1 | 1
26.03.2024 | 02:44:10 | |46.67%|88/924|+21|-24|45 | Настройки - | 1 | 1.1 | 1.3 | 1.7 | 1.9
26.03.2024 | 02:44:20 | |53.85%|89/924|+105|-90|195 | Настройки - | 1.9 | 1.7 | 1.3 | 1.1 | 1
26.03.2024 | 02:44:30 | |46.67%|90/924|+21|-24|45 | Настройки - | 1 | 1.1 | 1.3 | 1.7 | 2
26.03.2024 | 02:44:40 | |53.22%|91/924|+91|-80|171 | Настройки - | 2 | 1.7 | 1.3 | 1.1 | 1
26.03.2024 | 02:44:51 | |47.62%|92/924|+20|-22|42 | Настройки - | 1 | 1.1 | 1.3 | 1.8 | 1.9
26.03.2024 | 02:45:01 | |53.42%|93/924|+117|-102|219 | Настройки - | 1.9 | 1.8 | 1.3 | 1.1 | 1
26.03.2024 | 02:45:11 | |47.62%|94/924|+20|-22|42 | Настройки - | 1 | 1.1 | 1.3 | 1.8 | 2
26.03.2024 | 02:45:21 | |53.97%|95/924|+102|-87|189 | Настройки - | 2 | 1.8 | 1.3 | 1.1 | 1
26.03.2024 | 02:45:32 | |44.74%|96/924|+17|-21|38 | Настройки - | 1 | 1.1 | 1.3 | 1.9 | 2
26.03.2024 | 02:45:42 | |53.88%|97/924|+111|-95|206 | Настройки - | 2 | 1.9 | 1.3 | 1.1 | 1
26.03.2024 | 02:45:53 | |50.98%|98/924|+26|-25|51 | Настройки - | 1 | 1.1 | 1.4 | 1.5 | 1.6
26.03.2024 | 02:46:03 | |48.87%|99/924|+108|-113|221 | Настройки - | 1.6 | 1.5 | 1.4 | 1.1 | 1
26.03.2024 | 02:46:13 | |50.98%|100/924|+26|-25|51 | Настройки - | 1 | 1.1 | 1.4 | 1.5 | 1.7
26.03.2024 | 02:46:23 | |49.0%|101/924|+98|-102|200 | Настройки - | 1.7 | 1.5 | 1.4 | 1.1 | 1
26.03.2024 | 02:46:34 | |50.98%|102/924|+26|-25|51 | Настройки - | 1 | 1.1 | 1.4 | 1.5 | 1.8
26.03.2024 | 02:46:44 | |50.89%|103/924|+86|-83|169 | Настройки - | 1.8 | 1.5 | 1.4 | 1.1 | 1
26.03.2024 | 02:46:55 | |50.98%|104/924|+26|-25|51 | Настройки - | 1 | 1.1 | 1.4 | 1.5 | 1.9
26.03.2024 | 02:47:05 | |52.0%|105/924|+78|-72|150 | Настройки - | 1.9 | 1.5 | 1.4 | 1.1 | 1
26.03.2024 | 02:47:15 | |50.98%|106/924|+26|-25|51 | Настройки - | 1 | 1.1 | 1.4 | 1.5 | 2
26.03.2024 | 02:47:25 | |52.59%|107/924|+71|-64|135 | Настройки - | 2 | 1.5 | 1.4 | 1.1 | 1
26.03.2024 | 02:47:36 | |48.98%|108/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.4 | 1.6 | 1.7
26.03.2024 | 02:47:46 | |49.37%|109/924|+117|-120|237 | Настройки - | 1.7 | 1.6 | 1.4 | 1.1 | 1
26.03.2024 | 02:47:57 | |48.98%|110/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.4 | 1.6 | 1.8
26.03.2024 | 02:48:07 | |51.52%|111/924|+102|-96|198 | Настройки - | 1.8 | 1.6 | 1.4 | 1.1 | 1
26.03.2024 | 02:48:18 | |48.98%|112/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.4 | 1.6 | 1.9
26.03.2024 | 02:48:29 | |52.81%|113/924|+94|-84|178 | Настройки - | 1.9 | 1.6 | 1.4 | 1.1 | 1
26.03.2024 | 02:48:39 | |48.98%|114/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.4 | 1.6 | 2
26.03.2024 | 02:48:49 | |53.16%|115/924|+84|-74|158 | Настройки - | 2 | 1.6 | 1.4 | 1.1 | 1
26.03.2024 | 02:49:00 | |47.83%|116/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.4 | 1.7 | 1.8
26.03.2024 | 02:49:10 | |52.02%|117/924|+116|-107|223 | Настройки - | 1.8 | 1.7 | 1.4 | 1.1 | 1
26.03.2024 | 02:49:21 | |47.83%|118/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.4 | 1.7 | 1.9
26.03.2024 | 02:49:31 | |53.3%|119/924|+105|-92|197 | Настройки - | 1.9 | 1.7 | 1.4 | 1.1 | 1
26.03.2024 | 02:49:42 | |47.83%|120/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.4 | 1.7 | 2
26.03.2024 | 02:49:52 | |52.6%|121/924|+91|-82|173 | Настройки - | 2 | 1.7 | 1.4 | 1.1 | 1
26.03.2024 | 02:50:02 | |48.84%|122/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.4 | 1.8 | 1.9
26.03.2024 | 02:50:12 | |52.94%|123/924|+117|-104|221 | Настройки - | 1.9 | 1.8 | 1.4 | 1.1 | 1
26.03.2024 | 02:50:23 | |48.84%|124/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.4 | 1.8 | 2
26.03.2024 | 02:50:33 | |53.4%|125/924|+102|-89|191 | Настройки - | 2 | 1.8 | 1.4 | 1.1 | 1
26.03.2024 | 02:50:44 | |46.15%|126/924|+18|-21|39 | Настройки - | 1 | 1.1 | 1.4 | 1.9 | 2
26.03.2024 | 02:50:54 | |53.37%|127/924|+111|-97|208 | Настройки - | 2 | 1.9 | 1.4 | 1.1 | 1
26.03.2024 | 02:51:05 | |48.98%|128/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.5 | 1.6 | 1.7
26.03.2024 | 02:51:15 | |49.58%|129/924|+118|-120|238 | Настройки - | 1.7 | 1.6 | 1.5 | 1.1 | 1
26.03.2024 | 02:51:26 | |48.98%|130/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.5 | 1.6 | 1.8
26.03.2024 | 02:51:36 | |51.76%|131/924|+103|-96|199 | Настройки - | 1.8 | 1.6 | 1.5 | 1.1 | 1
26.03.2024 | 02:51:47 | |48.98%|132/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.5 | 1.6 | 1.9
26.03.2024 | 02:51:57 | |53.07%|133/924|+95|-84|179 | Настройки - | 1.9 | 1.6 | 1.5 | 1.1 | 1
26.03.2024 | 02:52:07 | |48.98%|134/924|+24|-25|49 | Настройки - | 1 | 1.1 | 1.5 | 1.6 | 2
26.03.2024 | 02:52:17 | |53.46%|135/924|+85|-74|159 | Настройки - | 2 | 1.6 | 1.5 | 1.1 | 1
26.03.2024 | 02:52:28 | |47.83%|136/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.5 | 1.7 | 1.8
26.03.2024 | 02:52:38 | |52.23%|137/924|+117|-107|224 | Настройки - | 1.8 | 1.7 | 1.5 | 1.1 | 1
26.03.2024 | 02:52:49 | |47.83%|138/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.5 | 1.7 | 1.9
26.03.2024 | 02:52:59 | |53.54%|139/924|+106|-92|198 | Настройки - | 1.9 | 1.7 | 1.5 | 1.1 | 1
26.03.2024 | 02:53:09 | |47.83%|140/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.5 | 1.7 | 2
26.03.2024 | 02:53:19 | |52.87%|141/924|+92|-82|174 | Настройки - | 2 | 1.7 | 1.5 | 1.1 | 1
26.03.2024 | 02:53:30 | |48.84%|142/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.5 | 1.8 | 1.9
26.03.2024 | 02:53:40 | |53.15%|143/924|+118|-104|222 | Настройки - | 1.9 | 1.8 | 1.5 | 1.1 | 1
26.03.2024 | 02:53:50 | |48.84%|144/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.5 | 1.8 | 2
26.03.2024 | 02:54:00 | |53.65%|145/924|+103|-89|192 | Настройки - | 2 | 1.8 | 1.5 | 1.1 | 1
26.03.2024 | 02:54:11 | |46.15%|146/924|+18|-21|39 | Настройки - | 1 | 1.1 | 1.5 | 1.9 | 2
26.03.2024 | 02:54:21 | |53.59%|147/924|+112|-97|209 | Настройки - | 2 | 1.9 | 1.5 | 1.1 | 1
26.03.2024 | 02:54:32 | |47.83%|148/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.6 | 1.7 | 1.8
26.03.2024 | 02:54:42 | |51.75%|149/924|+118|-110|228 | Настройки - | 1.8 | 1.7 | 1.6 | 1.1 | 1
26.03.2024 | 02:54:52 | |47.83%|150/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.6 | 1.7 | 1.9
26.03.2024 | 02:55:02 | |52.97%|151/924|+107|-95|202 | Настройки - | 1.9 | 1.7 | 1.6 | 1.1 | 1
26.03.2024 | 02:55:13 | |47.83%|152/924|+22|-24|46 | Настройки - | 1 | 1.1 | 1.6 | 1.7 | 2
26.03.2024 | 02:55:23 | |52.54%|153/924|+93|-84|177 | Настройки - | 2 | 1.7 | 1.6 | 1.1 | 1
26.03.2024 | 02:55:33 | |48.84%|154/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.6 | 1.8 | 1.9
26.03.2024 | 02:55:43 | |52.65%|155/924|+119|-107|226 | Настройки - | 1.9 | 1.8 | 1.6 | 1.1 | 1
26.03.2024 | 02:55:54 | |48.84%|156/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.6 | 1.8 | 2
26.03.2024 | 02:56:04 | |53.33%|157/924|+104|-91|195 | Настройки - | 2 | 1.8 | 1.6 | 1.1 | 1
26.03.2024 | 02:56:14 | |46.15%|158/924|+18|-21|39 | Настройки - | 1 | 1.1 | 1.6 | 1.9 | 2
26.03.2024 | 02:56:24 | |53.3%|159/924|+113|-99|212 | Настройки - | 2 | 1.9 | 1.6 | 1.1 | 1
26.03.2024 | 02:56:35 | |48.84%|160/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.7 | 1.8 | 1.9
26.03.2024 | 02:56:45 | |52.63%|161/924|+120|-108|228 | Настройки - | 1.9 | 1.8 | 1.7 | 1.1 | 1
26.03.2024 | 02:56:55 | |48.84%|162/924|+21|-22|43 | Настройки - | 1 | 1.1 | 1.7 | 1.8 | 2
26.03.2024 | 02:57:05 | |53.06%|163/924|+104|-92|196 | Настройки - | 2 | 1.8 | 1.7 | 1.1 | 1
26.03.2024 | 02:57:16 | |46.15%|164/924|+18|-21|39 | Настройки - | 1 | 1.1 | 1.7 | 1.9 | 2
26.03.2024 | 02:57:26 | |53.05%|165/924|+113|-100|213 | Настройки - | 2 | 1.9 | 1.7 | 1.1 | 1
26.03.2024 | 02:57:36 | |46.15%|166/924|+18|-21|39 | Настройки - | 1 | 1.1 | 1.8 | 1.9 | 2
26.03.2024 | 02:57:46 | |53.05%|167/924|+113|-100|213 | Настройки - | 2 | 1.9 | 1.8 | 1.1 | 1
26.03.2024 | 02:57:57 | |54.7%|168/924|+64|-53|117 | Настройки - | 1 | 1.2 | 1.3 | 1.4 | 1.5
26.03.2024 | 02:58:07 | |47.16%|169/924|+83|-93|176 | Настройки - | 1.5 | 1.4 | 1.3 | 1.2 | 1
26.03.2024 | 02:58:18 | |54.7%|170/924|+64|-53|117 | Настройки - | 1 | 1.2 | 1.3 | 1.4 | 1.6
26.03.2024 | 02:58:28 | |46.36%|171/924|+70|-81|151 | Настройки - | 1.6 | 1.4 | 1.3 | 1.2 | 1
26.03.2024 | 02:58:39 | |54.7%|172/924|+64|-53|117 | Настройки - | 1 | 1.2 | 1.3 | 1.4 | 1.7
26.03.2024 | 02:58:49 | |46.67%|173/924|+63|-72|135 | Настройки - | 1.7 | 1.4 | 1.3 | 1.2 | 1
26.03.2024 | 02:59:00 | |54.7%|174/924|+64|-53|117 | Настройки - | 1 | 1.2 | 1.3 | 1.4 | 1.8
26.03.2024 | 02:59:09 | |49.55%|175/924|+55|-56|111 | Настройки - | 1.8 | 1.4 | 1.3 | 1.2 | 1
26.03.2024 | 02:59:20 | |54.7%|176/924|+64|-53|117 | Настройки - | 1 | 1.2 | 1.3 | 1.4 | 1.9
26.03.2024 | 02:59:30 | |50.51%|177/924|+50|-49|99 | Настройки - | 1.9 | 1.4 | 1.3 | 1.2 | 1
